date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2020-12-04,test,[0.760342975017437],"[0.7500693436455639, 0.7351907556168354, 0.7287411233401286, 0.6957927931081843, 0.7185078863248946, 0.7138221409547612, 0.7125564511134033]","[1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.0202377245837988, 0.008850375078526485, 0.04735365263667135, -0.03161425733668144, 0.006564303768815671, 0.001776266061980225, 0.00660034618530414]","[-0.0006671266867598336, 0.007731077049960566, 0.04166668614530922, -0.013812141960485746, 0.0076548126341871026, -0.021117194357782254, -0.011780494274872377]","[-0.013117289798885823, 0.010132510928602345, 0.05596710506383018, -0.013798707833196144, -0.008051560455349493, -0.01623761771929144, -0.01290070073066063]","[-0.011022010192657472, -0.017353891225961537, 0.04166666666666674, -0.00255750583180403, 0.02128767480624849, 0.014172181388400151, 0.009358247589346114]","[0.0281744325177693, 0.01210935395793089, 0.028112480870020606, -0.038238694262541895, 0.002711064897427118, -0.01638096400669642, 0.0011441909775424808]","[0.020255098222731638, 0.01368823653212381, 0.029354208312934782, -0.028147647497027584, 0.0015238444010416963, -0.015378839075721462, -0.006706419677811604]","[-0.012096794609637973, 0.013623964925574494, 0.05007158697141678, -0.03453038783195839, 0.004160850598122989, -0.004830896889573721, -0.01762713416148043]","[0.00858623536202674, 0.004311517885436267, 0.027466045139156403, -0.0253310600344816, -0.001150002939444783, -0.015846105570828883, -0.002821627482957334]","[-0.011912736621645159, 0.04966537082513023, 0.011580219112999002, -0.011099317689355237, -0.004210555762575341, 0.006889231327390721, 0.016337519478412332]","[0.014505879536318877, -0.0009058178366295744, 0.04347826478866734, -0.026678929614184832, 0.014939294756509902, -0.007414265429924627, -0.013711117393390038]"
2020-12-07,test,[0.7595754822412945],"[0.760342975017437, 0.7500693436455639, 0.7351907556168354, 0.7287411233401286, 0.6957927931081843, 0.7185078863248946, 0.7138221409547612]","[1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.0136969087710479, 0.0202377245837988, 0.008850375078526485, 0.04735365263667135, -0.03161425733668144, 0.006564303768815671, 0.001776266061980225]","[0.010013389638741987, -0.0006671266867598336, 0.007731077049960566, 0.04166668614530922, -0.013812141960485746, 0.0076548126341871026, -0.021117194357782254]","[0.008600442299087296, -0.013117289798885823, 0.010132510928602345, 0.05596710506383018, -0.013798707833196144, -0.008051560455349493, -0.01623761771929144]","[0.04191992903967323, -0.011022010192657472, -0.017353891225961537, 0.04166666666666674, -0.00255750583180403, 0.02128767480624849, 0.014172181388400151]","[0.028903921749445338, 0.0281744325177693, 0.01210935395793089, 0.028112480870020606, -0.038238694262541895, 0.002711064897427118, -0.01638096400669642]","[0.0330882203413958, 0.020255098222731638, 0.01368823653212381, 0.029354208312934782, -0.028147647497027584, 0.0015238444010416963, -0.015378839075721462]","[0.001360575375726647, -0.012096794609637973, 0.013623964925574494, 0.05007158697141678, -0.03453038783195839, 0.004160850598122989, -0.004830896889573721]","[0.012201942962484669, 0.00858623536202674, 0.004311517885436267, 0.027466045139156403, -0.0253310600344816, -0.001150002939444783, -0.015846105570828883]","[-0.006113102633430234, -0.011912736621645159, 0.04966537082513023, 0.011580219112999002, -0.011099317689355237, -0.004210555762575341, 0.006889231327390721]","[0.0017873510736081677, 0.014505879536318877, -0.0009058178366295744, 0.04347826478866734, -0.026678929614184832, 0.014939294756509902, -0.007414265429924627]"
2020-12-08,test,[0.758848383821791],"[0.7595754822412945, 0.760342975017437, 0.7500693436455639, 0.7351907556168354, 0.7287411233401286, 0.6957927931081843, 0.7185078863248946]","[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.0010094033894703092, 0.0136969087710479, 0.0202377245837988, 0.008850375078526485, 0.04735365263667135, -0.03161425733668144, 0.006564303768815671]","[0.005948456834576676, 0.010013389638741987, -0.0006671266867598336, 0.007731077049960566, 0.04166668614530922, -0.013812141960485746, 0.0076548126341871026]","[0.00658915043880115, 0.008600442299087296, -0.013117289798885823, 0.010132510928602345, 0.05596710506383018, -0.013798707833196144, -0.008051560455349493]","[0.008265471410263903, 0.04191992903967323, -0.011022010192657472, -0.017353891225961537, 0.04166666666666674, -0.00255750583180403, 0.02128767480624849]","[-0.014958039025703251, 0.028903921749445338, 0.0281744325177693, 0.01210935395793089, 0.028112480870020606, -0.038238694262541895, 0.002711064897427118]","[-0.02241996653248024, 0.0330882203413958, 0.020255098222731638, 0.01368823653212381, 0.029354208312934782, -0.028147647497027584, 0.0015238444010416963]","[0.016983695344080507, 0.001360575375726647, -0.012096794609637973, 0.013623964925574494, 0.05007158697141678, -0.03453038783195839, 0.004160850598122989]","[0.013456781092618275, 0.012201942962484669, 0.00858623536202674, 0.004311517885436267, 0.027466045139156403, -0.0253310600344816, -0.001150002939444783]","[-0.0011959626906566934, -0.006113102633430234, -0.011912736621645159, 0.04966537082513023, 0.011580219112999002, -0.011099317689355237, -0.004210555762575341]","[0.004460320300152976, 0.0017873510736081677, 0.014505879536318877, -0.0009058178366295744, 0.04347826478866734, -0.026678929614184832, 0.014939294756509902]"
2020-12-09,test,[0.7474167808929308],"[0.758848383821791, 0.7595754822412945, 0.760342975017437, 0.7500693436455639, 0.7351907556168354, 0.7287411233401286, 0.6957927931081843]","[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.0009572431397575354, -0.0010094033894703092, 0.0136969087710479, 0.0202377245837988, 0.008850375078526485, 0.04735365263667135, -0.03161425733668144]","[-0.0026281183410804543, 0.005948456834576676, 0.010013389638741987, -0.0006671266867598336, 0.007731077049960566, 0.04166668614530922, -0.013812141960485746]","[-0.011936829962986284, 0.00658915043880115, 0.008600442299087296, -0.013117289798885823, 0.010132510928602345, 0.05596710506383018, -0.013798707833196144]","[-0.0006027175913517757, 0.008265471410263903, 0.04191992903967323, -0.011022010192657472, -0.017353891225961537, 0.04166666666666674, -0.00255750583180403]","[-0.012592598243995945, -0.014958039025703251, 0.028903921749445338, 0.0281744325177693, 0.01210935395793089, 0.028112480870020606, -0.038238694262541895]","[-0.008736795672269593, -0.02241996653248024, 0.0330882203413958, 0.020255098222731638, 0.01368823653212381, 0.029354208312934782, -0.028147647497027584]","[0.005344016184305245, 0.016983695344080507, 0.001360575375726647, -0.012096794609637973, 0.013623964925574494, 0.05007158697141678, -0.03453038783195839]","[0.008575312462209217, 0.013456781092618275, 0.012201942962484669, 0.00858623536202674, 0.004311517885436267, 0.027466045139156403, -0.0253310600344816]","[-0.005815945226010033, -0.0011959626906566934, -0.006113102633430234, -0.011912736621645159, 0.04966537082513023, 0.011580219112999002, -0.011099317689355237]","[-0.004440514184592348, 0.004460320300152976, 0.0017873510736081677, 0.014505879536318877, -0.0009058178366295744, 0.04347826478866734, -0.026678929614184832]"
2020-12-10,test,[0.7779818440831694],"[0.7474167808929308, 0.758848383821791, 0.7595754822412945, 0.760342975017437, 0.7500693436455639, 0.7351907556168354, 0.7287411233401286]","[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[-0.015064409666773138, -0.0009572431397575354, -0.0010094033894703092, 0.0136969087710479, 0.0202377245837988, 0.008850375078526485, 0.04735365263667135]","[0.005928863687651109, -0.0026281183410804543, 0.005948456834576676, 0.010013389638741987, -0.0006671266867598336, 0.007731077049960566, 0.04166668614530922]","[0.0027279694170099233, -0.011936829962986284, 0.00658915043880115, 0.008600442299087296, -0.013117289798885823, 0.010132510928602345, 0.05596710506383018]","[-0.0024126004095944564, -0.0006027175913517757, 0.008265471410263903, 0.04191992903967323, -0.011022010192657472, -0.017353891225961537, 0.04166666666666674]","[0.010502651472171332, -0.012592598243995945, -0.014958039025703251, 0.028903921749445338, 0.0281744325177693, 0.01210935395793089, 0.028112480870020606]","[0.0011017512724880163, -0.008736795672269593, -0.02241996653248024, 0.0330882203413958, 0.020255098222731638, 0.01368823653212381, 0.029354208312934782]","[0.013953490729937235, 0.005344016184305245, 0.016983695344080507, 0.001360575375726647, -0.012096794609637973, 0.013623964925574494, 0.05007158697141678]","[-0.013713659148525181, 0.008575312462209217, 0.013456781092618275, 0.012201942962484669, 0.00858623536202674, 0.004311517885436267, 0.027466045139156403]","[-0.025292454112544993, -0.005815945226010033, -0.0011959626906566934, -0.006113102633430234, -0.011912736621645159, 0.04966537082513023, 0.011580219112999002]","[0.005352401374890459, -0.004440514184592348, 0.004460320300152976, 0.0017873510736081677, 0.014505879536318877, -0.0009058178366295744, 0.04347826478866734]"
2020-12-11,test,[0.7824386880990147],"[0.7779818440831694, 0.7474167808929308, 0.758848383821791, 0.7595754822412945, 0.760342975017437, 0.7500693436455639, 0.7351907556168354]","[1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.0408942693977552, -0.015064409666773138, -0.0009572431397575354, -0.0010094033894703092, 0.0136969087710479, 0.0202377245837988, 0.008850375078526485]","[0.03307132584333661, 0.005928863687651109, -0.0026281183410804543, 0.005948456834576676, 0.010013389638741987, -0.0006671266867598336, 0.007731077049960566]","[0.04119710035559865, 0.0027279694170099233, -0.011936829962986284, 0.00658915043880115, 0.008600442299087296, -0.013117289798885823, 0.010132510928602345]","[0.02781140431235163, -0.0024126004095944564, -0.0006027175913517757, 0.008265471410263903, 0.04191992903967323, -0.011022010192657472, -0.017353891225961537]","[0.0326651500861741, 0.010502651472171332, -0.012592598243995945, -0.014958039025703251, 0.028903921749445338, 0.0281744325177693, 0.01210935395793089]","[0.03631693920784573, 0.0011017512724880163, -0.008736795672269593, -0.02241996653248024, 0.0330882203413958, 0.020255098222731638, 0.01368823653212381]","[0.02817820085530709, 0.013953490729937235, 0.005344016184305245, 0.016983695344080507, 0.001360575375726647, -0.012096794609637973, 0.013623964925574494]","[0.0520023023968732, -0.013713659148525181, 0.008575312462209217, 0.013456781092618275, 0.012201942962484669, 0.00858623536202674, 0.004311517885436267]","[0.027537467194614473, -0.025292454112544993, -0.005815945226010033, -0.0011959626906566934, -0.006113102633430234, -0.011912736621645159, 0.04966537082513023]","[0.02040812181847662, 0.005352401374890459, -0.004440514184592348, 0.004460320300152976, 0.0017873510736081677, 0.014505879536318877, -0.0009058178366295744]"
2020-12-14,test,[0.7777529427288813],"[0.7824386880990147, 0.7779818440831694, 0.7474167808929308, 0.758848383821791, 0.7595754822412945, 0.760342975017437, 0.7500693436455639]","[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.005728724969279453, 0.0408942693977552, -0.015064409666773138, -0.0009572431397575354, -0.0010094033894703092, 0.0136969087710479, 0.0202377245837988]","[-0.00792393046102946, 0.03307132584333661, 0.005928863687651109, -0.0026281183410804543, 0.005948456834576676, 0.010013389638741987, -0.0006671266867598336]","[-0.007838782554858925, 0.04119710035559865, 0.0027279694170099233, -0.011936829962986284, 0.00658915043880115, 0.008600442299087296, -0.013117289798885823]","[-0.002823504279641509, 0.02781140431235163, -0.0024126004095944564, -0.0006027175913517757, 0.008265471410263903, 0.04191992903967323, -0.011022010192657472]","[-0.014737593526587545, 0.0326651500861741, 0.010502651472171332, -0.012592598243995945, -0.014958039025703251, 0.028903921749445338, 0.0281744325177693]","[-0.016637143835557255, 0.03631693920784573, 0.0011017512724880163, -0.008736795672269593, -0.02241996653248024, 0.0330882203413958, 0.020255098222731638]","[-0.01975777401103085, 0.02817820085530709, 0.013953490729937235, 0.005344016184305245, 0.016983695344080507, 0.001360575375726647, -0.012096794609637973]","[0.01665337623380192, 0.0520023023968732, -0.013713659148525181, 0.008575312462209217, 0.013456781092618275, 0.012201942962484669, 0.00858623536202674]","[0.01099466414214656, 0.027537467194614473, -0.025292454112544993, -0.005815945226010033, -0.0011959626906566934, -0.006113102633430234, -0.011912736621645159]","[-0.007826100225033938, 0.02040812181847662, 0.005352401374890459, -0.004440514184592348, 0.004460320300152976, 0.0017873510736081677, 0.014505879536318877]"
2020-12-15,test,[0.7935202066036695],"[0.7777529427288813, 0.7824386880990147, 0.7779818440831694, 0.7474167808929308, 0.758848383821791, 0.7595754822412945, 0.760342975017437]","[-1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.005988642230252861, 0.005728724969279453, 0.0408942693977552, -0.015064409666773138, -0.0009572431397575354, -0.0010094033894703092, 0.0136969087710479]","[-0.01341853311602148, -0.00792393046102946, 0.03307132584333661, 0.005928863687651109, -0.0026281183410804543, 0.005948456834576676, 0.010013389638741987]","[-0.005267095186241022, -0.007838782554858925, 0.04119710035559865, 0.0027279694170099233, -0.011936829962986284, 0.00658915043880115, 0.008600442299087296]","[-0.014275590537714766, -0.002823504279641509, 0.02781140431235163, -0.0024126004095944564, -0.0006027175913517757, 0.008265471410263903, 0.04191992903967323]","[0.007661473658896023, -0.014737593526587545, 0.0326651500861741, 0.010502651472171332, -0.012592598243995945, -0.014958039025703251, 0.028903921749445338]","[0.003959636439311076, -0.016637143835557255, 0.03631693920784573, 0.0011017512724880163, -0.008736795672269593, -0.02241996653248024, 0.0330882203413958]","[-0.0039011976053473507, -0.01975777401103085, 0.02817820085530709, 0.013953490729937235, 0.005344016184305245, 0.016983695344080507, 0.001360575375726647]","[0.0010400654310855906, 0.01665337623380192, 0.0520023023968732, -0.013713659148525181, 0.008575312462209217, 0.013456781092618275, 0.012201942962484669]","[-0.00968563652681953, 0.01099466414214656, 0.027537467194614473, -0.025292454112544993, -0.005815945226010033, -0.0011959626906566934, -0.006113102633430234]","[-0.011393524643245612, -0.007826100225033938, 0.02040812181847662, 0.005352401374890459, -0.004440514184592348, 0.004460320300152976, 0.0017873510736081677]"
2020-12-16,test,[0.817770285372665],"[0.7935202066036695, 0.7777529427288813, 0.7824386880990147, 0.7779818440831694, 0.7474167808929308, 0.758848383821791, 0.7595754822412945]","[1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.02027284373809768, -0.005988642230252861, 0.005728724969279453, 0.0408942693977552, -0.015064409666773138, -0.0009572431397575354, -0.0010094033894703092]","[0.009067379995309377, -0.01341853311602148, -0.00792393046102946, 0.03307132584333661, 0.005928863687651109, -0.0026281183410804543, 0.005948456834576676]","[0.0, -0.005267095186241022, -0.007838782554858925, 0.04119710035559865, 0.0027279694170099233, -0.011936829962986284, 0.00658915043880115]","[0.011370399922710828, -0.014275590537714766, -0.002823504279641509, 0.02781140431235163, -0.0024126004095944564, -0.0006027175913517757, 0.008265471410263903]","[0.008327282231998412, 0.007661473658896023, -0.014737593526587545, 0.0326651500861741, 0.010502651472171332, -0.012592598243995945, -0.014958039025703251]","[0.012907874443524703, 0.003959636439311076, -0.016637143835557255, 0.03631693920784573, 0.0011017512724880163, -0.008736795672269593, -0.02241996653248024]","[0.015665843966926607, -0.0039011976053473507, -0.01975777401103085, 0.02817820085530709, 0.013953490729937235, 0.005344016184305245, 0.016983695344080507]","[0.012727316323812854, 0.0010400654310855906, 0.01665337623380192, 0.0520023023968732, -0.013713659148525181, 0.008575312462209217, 0.013456781092618275]","[0.01029516646166262, -0.00968563652681953, 0.01099466414214656, 0.027537467194614473, -0.025292454112544993, -0.005815945226010033, -0.0011959626906566934]","[0.019503570233760925, -0.011393524643245612, -0.007826100225033938, 0.02040812181847662, 0.005352401374890459, -0.004440514184592348, 0.004460320300152976]"
2020-12-17,test,[0.8205978903374007],"[0.817770285372665, 0.7935202066036695, 0.7777529427288813, 0.7824386880990147, 0.7779818440831694, 0.7474167808929308, 0.758848383821791]","[1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.030560127602531795, 0.02027284373809768, -0.005988642230252861, 0.005728724969279453, 0.0408942693977552, -0.015064409666773138, -0.0009572431397575354]","[0.018934536440214034, 0.009067379995309377, -0.01341853311602148, -0.00792393046102946, 0.03307132584333661, 0.005928863687651109, -0.0026281183410804543]","[0.0226929035306509, 0.0, -0.005267095186241022, -0.007838782554858925, 0.04119710035559865, 0.0027279694170099233, -0.011936829962986284]","[0.020355044031989733, 0.011370399922710828, -0.014275590537714766, -0.002823504279641509, 0.02781140431235163, -0.0024126004095944564, -0.0006027175913517757]","[0.012208263839526223, 0.008327282231998412, 0.007661473658896023, -0.014737593526587545, 0.0326651500861741, 0.010502651472171332, -0.012592598243995945]","[0.010973432422739293, 0.012907874443524703, 0.003959636439311076, -0.016637143835557255, 0.03631693920784573, 0.0011017512724880163, -0.008736795672269593]","[0.016709464537014718, 0.015665843966926607, -0.0039011976053473507, -0.01975777401103085, 0.02817820085530709, 0.013953490729937235, 0.005344016184305245]","[0.009233054120464823, 0.012727316323812854, 0.0010400654310855906, 0.01665337623380192, 0.0520023023968732, -0.013713659148525181, 0.008575312462209217]","[0.028362740126539387, 0.01029516646166262, -0.00968563652681953, 0.01099466414214656, 0.027537467194614473, -0.025292454112544993, -0.005815945226010033]","[0.013913030209748545, 0.019503570233760925, -0.011393524643245612, -0.007826100225033938, 0.02040812181847662, 0.005352401374890459, -0.004440514184592348]"
2020-12-18,test,[0.8141617228462403],"[0.8205978903374007, 0.817770285372665, 0.7935202066036695, 0.7777529427288813, 0.7824386880990147, 0.7779818440831694, 0.7474167808929308]","[1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.0034577007936245074, 0.030560127602531795, 0.02027284373809768, -0.005988642230252861, 0.005728724969279453, 0.0408942693977552, -0.015064409666773138]","[-0.0012598713551918994, 0.018934536440214034, 0.009067379995309377, -0.01341853311602148, -0.00792393046102946, 0.03307132584333661, 0.005928863687651109]","[0.004807661108175099, 0.0226929035306509, 0.0, -0.005267095186241022, -0.007838782554858925, 0.04119710035559865, 0.0027279694170099233]","[0.011366222612668508, 0.020355044031989733, 0.011370399922710828, -0.014275590537714766, -0.002823504279641509, 0.02781140431235163, -0.0024126004095944564]","[0.0017736515116464346, 0.012208263839526223, 0.008327282231998412, 0.007661473658896023, -0.014737593526587545, 0.0326651500861741, 0.010502651472171332]","[0.012605063623368107, 0.010973432422739293, 0.012907874443524703, 0.003959636439311076, -0.016637143835557255, 0.03631693920784573, 0.0011017512724880163]","[0.015170655862697835, 0.016709464537014718, 0.015665843966926607, -0.0039011976053473507, -0.01975777401103085, 0.02817820085530709, 0.013953490729937235]","[0.001016541730075371, 0.009233054120464823, 0.012727316323812854, 0.0010400654310855906, 0.01665337623380192, 0.0520023023968732, -0.013713659148525181]","[-0.0016515024835852543, 0.028362740126539387, 0.01029516646166262, -0.00968563652681953, 0.01099466414214656, 0.027537467194614473, -0.025292454112544993]","[0.0008576525739882879, 0.013913030209748545, 0.019503570233760925, -0.011393524643245612, -0.007826100225033938, 0.02040812181847662, 0.005352401374890459]"
2020-12-21,test,[0.7917697844826427],"[0.8141617228462403, 0.8205978903374007, 0.817770285372665, 0.7935202066036695, 0.7777529427288813, 0.7824386880990147, 0.7779818440831694]","[-1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.007843265949068035, 0.0034577007936245074, 0.030560127602531795, 0.02027284373809768, -0.005988642230252861, 0.005728724969279453, 0.0408942693977552]","[-0.0015767656418832487, -0.0012598713551918994, 0.018934536440214034, 0.009067379995309377, -0.01341853311602148, -0.00792393046102946, 0.03307132584333661]","[0.0018402369127767937, 0.004807661108175099, 0.0226929035306509, 0.0, -0.005267095186241022, -0.007838782554858925, 0.04119710035559865]","[0.011353274401508129, 0.011366222612668508, 0.020355044031989733, 0.011370399922710828, -0.014275590537714766, -0.002823504279641509, 0.02781140431235163]","[0.0003541157564761477, 0.0017736515116464346, 0.012208263839526223, 0.008327282231998412, 0.007661473658896023, -0.014737593526587545, 0.0326651500861741]","[-0.00484091940799114, 0.012605063623368107, 0.010973432422739293, 0.012907874443524703, 0.003959636439311076, -0.016637143835557255, 0.03631693920784573]","[-0.00435863618630028, 0.015170655862697835, 0.016709464537014718, 0.015665843966926607, -0.0039011976053473507, -0.01975777401103085, 0.02817820085530709]","[-0.004061940845171863, 0.001016541730075371, 0.009233054120464823, 0.012727316323812854, 0.0010400654310855906, 0.01665337623380192, 0.0520023023968732]","[-0.002646812992435965, -0.0016515024835852543, 0.028362740126539387, 0.01029516646166262, -0.00968563652681953, 0.01099466414214656, 0.027537467194614473]","[-0.009425848839598183, 0.0008576525739882879, 0.013913030209748545, 0.019503570233760925, -0.011393524643245612, -0.007826100225033938, 0.02040812181847662]"
2020-12-22,test,[0.7962400932840344],"[0.7917697844826427, 0.8141617228462403, 0.8205978903374007, 0.817770285372665, 0.7935202066036695, 0.7777529427288813, 0.7824386880990147]","[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.027503059570667787, -0.007843265949068035, 0.0034577007936245074, 0.030560127602531795, 0.02027284373809768, -0.005988642230252861, 0.005728724969279453]","[-0.01768791751867793, -0.0015767656418832487, -0.0012598713551918994, 0.018934536440214034, 0.009067379995309377, -0.01341853311602148, -0.00792393046102946]","[-0.024246872302024824, 0.0018402369127767937, 0.004807661108175099, 0.0226929035306509, 0.0, -0.005267095186241022, -0.007838782554858925]","[-0.015081095296922586, 0.011353274401508129, 0.011366222612668508, 0.020355044031989733, 0.011370399922710828, -0.014275590537714766, -0.002823504279641509]","[-0.04353980680482572, 0.0003541157564761477, 0.0017736515116464346, 0.012208263839526223, 0.008327282231998412, 0.007661473658896023, -0.014737593526587545]","[-0.042390590395963046, -0.00484091940799114, 0.012605063623368107, 0.010973432422739293, 0.012907874443524703, 0.003959636439311076, -0.016637143835557255]","[-0.035647260974560946, -0.00435863618630028, 0.015170655862697835, 0.016709464537014718, 0.015665843966926607, -0.0039011976053473507, -0.01975777401103085]","[-0.03670656751241186, -0.004061940845171863, 0.001016541730075371, 0.009233054120464823, 0.012727316323812854, 0.0010400654310855906, 0.01665337623380192]","[-0.021396598041767634, -0.002646812992435965, -0.0016515024835852543, 0.028362740126539387, 0.01029516646166262, -0.00968563652681953, 0.01099466414214656]","[-0.015570960090133812, -0.009425848839598183, 0.0008576525739882879, 0.013913030209748545, 0.019503570233760925, -0.011393524643245612, -0.007826100225033938]"
2020-12-23,test,[0.8165584546734925],"[0.7962400932840344, 0.7917697844826427, 0.8141617228462403, 0.8205978903374007, 0.817770285372665, 0.7935202066036695, 0.7777529427288813]","[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.005645970443684867, -0.027503059570667787, -0.007843265949068035, 0.0034577007936245074, 0.030560127602531795, 0.02027284373809768, -0.005988642230252861]","[0.004823138800334137, -0.01768791751867793, -0.0015767656418832487, -0.0012598713551918994, 0.018934536440214034, 0.009067379995309377, -0.01341853311602148]","[0.02033136018017556, -0.024246872302024824, 0.0018402369127767937, 0.004807661108175099, 0.0226929035306509, 0.0, -0.005267095186241022]","[0.0009210434088477992, -0.015081095296922586, 0.011353274401508129, 0.011366222612668508, 0.020355044031989733, 0.011370399922710828, -0.014275590537714766]","[0.009622510158290076, -0.04353980680482572, 0.0003541157564761477, 0.0017736515116464346, 0.012208263839526223, 0.008327282231998412, 0.007661473658896023]","[0.010159676780528315, -0.042390590395963046, -0.00484091940799114, 0.012605063623368107, 0.010973432422739293, 0.012907874443524703, 0.003959636439311076]","[0.005836585742061917, -0.035647260974560946, -0.00435863618630028, 0.015170655862697835, 0.016709464537014718, 0.015665843966926607, -0.0039011976053473507]","[0.0132310131750899, -0.03670656751241186, -0.004061940845171863, 0.001016541730075371, 0.009233054120464823, 0.012727316323812854, 0.0010400654310855906]","[0.021694894564353806, -0.021396598041767634, -0.002646812992435965, -0.0016515024835852543, 0.028362740126539387, 0.01029516646166262, -0.00968563652681953]","[0.0017574256492296492, -0.015570960090133812, -0.009425848839598183, 0.0008576525739882879, 0.013913030209748545, 0.019503570233760925, -0.011393524643245612]"
2020-12-28,test,[0.8326354086158471],"[0.8165584546734925, 0.7962400932840344, 0.7917697844826427, 0.8141617228462403, 0.8205978903374007, 0.817770285372665, 0.7935202066036695]","[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.025517882810518255, 0.005645970443684867, -0.027503059570667787, -0.007843265949068035, 0.0034577007936245074, 0.030560127602531795, 0.02027284373809768]","[0.02208001708984364, 0.004823138800334137, -0.01768791751867793, -0.0015767656418832487, -0.0012598713551918994, 0.018934536440214034, 0.009067379995309377]","[0.0228781890463996, 0.02033136018017556, -0.024246872302024824, 0.0018402369127767937, 0.004807661108175099, 0.0226929035306509, 0.0]","[0.004830896677606722, 0.0009210434088477992, -0.015081095296922586, 0.011353274401508129, 0.011366222612668508, 0.020355044031989733, 0.011370399922710828]","[0.024560119480566245, 0.009622510158290076, -0.04353980680482572, 0.0003541157564761477, 0.0017736515116464346, 0.012208263839526223, 0.008327282231998412]","[0.021551737722025566, 0.010159676780528315, -0.042390590395963046, -0.00484091940799114, 0.012605063623368107, 0.010973432422739293, 0.012907874443524703]","[-0.0006447600731309677, 0.005836585742061917, -0.035647260974560946, -0.00435863618630028, 0.015170655862697835, 0.016709464537014718, 0.015665843966926607]","[0.01645330995963734, 0.0132310131750899, -0.03670656751241186, -0.004061940845171863, 0.001016541730075371, 0.009233054120464823, 0.012727316323812854]","[-0.004810834550475707, 0.021694894564353806, -0.021396598041767634, -0.002646812992435965, -0.0016515024835852543, 0.028362740126539387, 0.01029516646166262]","[0.023684251473552242, 0.0017574256492296492, -0.015570960090133812, -0.009425848839598183, 0.0008576525739882879, 0.013913030209748545, 0.019503570233760925]"
